Outcode,YearBin,min,max,mean,median
ST19,2005 - 2014,70000.0,1590000.0,236155.93,186500.0
ST19,2015 +,20080.0,1010000.0,276075.31,237475.0
ST2,1995 - 2004,12500.0,230000.0,51705.45,44500.0
ST2,2005 - 2014,18000.0,380000.0,103866.1,87500.0
ST2,2015 +,42000.0,962070.0,129741.38,111000.0
ST20,1995 - 2004,8000.0,400000.0,107975.15,89750.0
ST20,2005 - 2014,41500.0,760000.0,223575.64,186250.0
ST20,2015 +,28500.0,1000000.0,291799.76,270000.0
ST21,1995 - 2004,14800.0,491000.0,129945.35,121150.0
ST21,2005 - 2014,110000.0,610000.0,258598.88,228725.0
ST21,2015 +,25000.0,555000.0,279565.98,269975.0
ST3,1995 - 2004,9000.0,250000.0,59645.41,51500.0
ST3,2005 - 2014,18000.0,375000.0,105660.25,102250.0
ST3,2015 +,36000.0,2500000.0,163112.95,138000.0
ST4,1995 - 2004,4000.0,294950.0,54066.0,40000.0
ST4,2005 - 2014,32000.0,499999.0,109409.76,91500.0
ST4,2015 +,25000.0,18100000.0,337991.34,112500.0
ST5,1995 - 2004,13500.0,420000.0,75584.05,57475.0
ST5,2005 - 2014,36000.0,425000.0,138051.09,119974.5
ST5,2015 +,47000.0,385950.0,159112.32,140000.0
ST6,1995 - 2004,8000.0,180995.0,47749.3,38000.0
ST6,2005 - 2014,30000.0,249950.0,89320.53,77500.0
ST6,2015 +,2895.0,1399998.0,135146.33,105000.0
ST7,1995 - 2004,7100.0,380000.0,74949.75,59975.0
ST7,2005 - 2014,53000.0,480000.0,154090.85,134500.0
ST7,2015 +,2000.0,1750000.0,221306.67,177975.0
ST8,1995 - 2004,10000.0,185000.0,74519.25,67100.0
ST8,2005 - 2014,40000.0,400000.0,142799.97,129950.0
ST8,2015 +,48000.0,745500.0,184150.06,155325.0
ST9,1995 - 2004,25000.0,490000.0,118161.95,89725.0
ST9,2005 - 2014,75000.0,560000.0,186266.99,162000.0
ST9,2015 +,3000.0,850000.0,247009.2,215000.0
SW1,1995 - 2004,,,,
SW1,2005 - 2014,,,,
SW1,2015 +,3300000.0,3300000.0,3300000.0,3300000.0
SW10,1995 - 2004,3000.0,2500000.0,437000.09,300000.0
SW10,2005 - 2014,3000.0,7800000.0,1010056.37,645000.0
SW10,2015 +,5000.0,5900000.0,1428522.75,955000.0
SW11,1995 - 2004,37440.0,2058750.0,278217.9,198500.0
SW11,2005 - 2014,95000.0,2400000.0,555223.37,435000.0
SW11,2015 +,18000.0,4400000.0,816563.03,676500.0
SW12,1995 - 2004,44950.0,1877500.0,262162.55,199250.0
SW12,2005 - 2014,125000.0,1840100.0,486439.24,380125.0
SW12,2015 +,75000.0,2525000.0,745656.6,642000.0
SW13,1995 - 2004,650.0,2245000.0,441510.11,312750.0
SW13,2005 - 2014,190000.0,4500000.0,1005557.06,687500.0
SW13,2015 +,235000.0,8850000.0,1819034.25,1320000.0
SW14,1995 - 2004,53000.0,850000.0,277338.0,249975.0
SW14,2005 - 2014,110575.0,2900000.0,671925.59,581500.0
SW14,2015 +,217000.0,3572210.0,964484.16,867750.0
SW15,1995 - 2004,27500.0,1637500.0,254809.73,199500.0
SW15,2005 - 2014,134950.0,2325000.0,514186.16,392500.0
SW15,2015 +,15000.0,10000000.0,864576.45,604997.5
SW16,1995 - 2004,32000.0,595000.0,148634.8,124000.0
SW16,2005 - 2014,91500.0,1999950.0,308354.8,246750.0
SW16,2015 +,9400.0,1425000.0,460540.7,429500.0
SW17,1995 - 2004,33500.0,787500.0,178279.43,138500.0
SW17,2005 - 2014,100000.0,2325000.0,464628.04,319975.0
SW17,2015 +,5178.0,2575000.0,674132.77,542500.0
SW18,1995 - 2004,13500.0,1102500.0,220491.75,185000.0
SW18,2005 - 2014,33000.0,3000000.0,559076.74,425000.0
SW18,2015 +,20000.0,2000000.0,748927.49,665000.0
SW19,1995 - 2004,40000.0,4100000.0,266732.86,174750.0
SW19,2005 - 2014,110000.0,2770000.0,495738.9,314850.0
SW19,2015 +,27000.0,15250000.0,1159658.2,587500.0
SW1A,1995 - 2004,75000.0,4300000.0,663644.5,428250.0
SW1A,2005 - 2014,104000.0,65500000.0,3005280.85,952500.0
SW1A,2015 +,30000.0,325169089.0,15375495.95,3750000.0
SW1E,1995 - 2004,38500.0,2759782.0,324722.35,215500.0
SW1E,2005 - 2014,125000.0,7450000.0,1136696.19,727500.0
SW1E,2015 +,100000.0,11000000.0,1839168.57,1629200.0
SW1H,1995 - 2004,80000.0,4561000.0,476112.94,385000.0
SW1H,2005 - 2014,141000.0,4150000.0,730653.64,487500.0
SW1H,2015 +,3076.0,370000000.0,6428237.5,1402500.0
SW1P,1995 - 2004,23881.0,1230000.0,302923.41,264000.0
SW1P,2005 - 2014,136350.0,2150000.0,671634.68,485000.0
SW1P,2015 +,1000.0,28709068.0,1546672.69,852500.0
SW1V,1995 - 2004,35000.0,1015000.0,265956.08,212500.0
SW1V,2005 - 2014,170000.0,2800000.0,671610.19,499999.5
SW1V,2015 +,5000.0,3300000.0,887511.75,705000.0
SW1W,1995 - 2004,65000.0,3805875.0,645987.49,425000.0
SW1W,2005 - 2014,235000.0,15000000.0,1570673.01,762500.0
SW1W,2015 +,50000.0,36000000.0,3857882.45,1692500.0
SW1X,1995 - 2004,64675.0,3400000.0,743384.79,517500.0
SW1X,2005 - 2014,215000.0,29350000.0,2173399.3,1245500.0
SW1X,2015 +,28500.0,48000000.0,4840319.98,2710000.0
SW1Y,1995 - 2004,40000.0,24750000.0,747287.0,321500.0
SW1Y,2005 - 2014,100000.0,47209440.0,1791189.13,597500.0
SW1Y,2015 +,10000.0,187500000.0,8215218.62,2700000.0
SW2,1995 - 2004,21000.0,480767.0,145277.42,143750.0
SW2,2005 - 2014,60000.0,812550.0,308509.54,250000.0
SW2,2015 +,36000.0,5250000.0,642134.97,510000.0
SW20,1995 - 2004,34800.0,840000.0,213789.45,167875.0
SW20,2005 - 2014,107000.0,2200000.0,447983.86,355000.0
SW20,2015 +,220000.0,2300000.0,743083.95,615000.0
SW3,1995 - 2004,32000.0,4762531.0,649112.65,375000.0
SW3,2005 - 2014,135000.0,12400000.0,1601733.38,907500.0
SW3,2015 +,2500.0,12050000.0,2300061.73,1335000.0
SW4,1995 - 2004,30000.0,775000.0,213228.82,190000.0
SW4,2005 - 2014,112000.0,3320000.0,541260.75,397500.0
SW4,2015 +,1200.0,3380000.0,728931.69,550000.0
SW5,1995 - 2004,5500.0,2650000.0,329982.07,249999.5
SW5,2005 - 2014,205000.0,3200000.0,695471.78,490000.0
SW5,2015 +,16000.0,24500000.0,1858748.47,965000.0
SW6,1995 - 2004,20000.0,1200000.0,282912.76,230000.0
SW6,2005 - 2014,120000.0,2260000.0,735478.98,620000.0
SW6,2015 +,10000.0,14750000.0,1099332.4,745000.0
SW7,1995 - 2004,25000.0,2900000.0,465371.72,375000.0
SW7,2005 - 2014,201500.0,19137000.0,1848234.09,1147500.0
SW7,2015 +,10000.0,11757600.0,2404093.75,1597175.0
SW8,1995 - 2004,30000.0,1340000.0,210002.87,161750.0
SW8,2005 - 2014,93750.0,1850000.0,439817.27,339000.0
SW8,2015 +,25000.0,17027530.0,850377.07,565000.0
SW9,1995 - 2004,27000.0,464000.0,145351.89,135250.0
SW9,2005 - 2014,89000.0,835000.0,314171.9,288750.0
SW9,2015 +,22500.0,3440000.0,556073.15,475250.0
SY1,1995 - 2004,20000.0,310000.0,89255.88,80000.0
SY1,2005 - 2014,55500.0,410000.0,158486.15,145000.0
SY1,2015 +,7500.0,990000.0,206292.68,177414.0
SY10,1995 - 2004,17000.0,466000.0,107969.63,86500.0
SY10,2005 - 2014,60000.0,425000.0,207143.6,193225.0
SY10,2015 +,50000.0,725000.0,282496.94,233250.0
SY11,1995 - 2004,15000.0,260000.0,67841.33,55250.0
SY11,2005 - 2014,51500.0,418900.0,150324.88,135000.0
SY11,2015 +,57000.0,595000.0,209698.3,179000.0
SY12,1995 - 2004,2500.0,670000.0,107843.7,89225.0
SY12,2005 - 2014,50000.0,480000.0,196188.07,168000.0
SY12,2015 +,70000.0,3075000.0,292247.34,200000.0
SY13,1995 - 2004,18400.0,417500.0,102513.73,76500.0
SY13,2005 - 2014,52500.0,612500.0,186876.91,172000.0
SY13,2015 +,66000.0,2405000.0,288205.45,225975.0
SY14,1995 - 2004,40000.0,730000.0,134852.0,102500.0
SY14,2005 - 2014,50000.0,1200000.0,303017.5,249975.0
SY14,2015 +,66778.0,1500000.0,407838.85,306000.0
SY15,1995 - 2004,25000.0,310000.0,91189.15,71750.0
SY15,2005 - 2014,50000.0,427500.0,182182.13,155000.0
SY15,2015 +,100.0,1370000.0,257236.78,224500.0
SY16,1995 - 2004,15000.0,245000.0,70085.25,62500.0
SY16,2005 - 2014,64000.0,655000.0,138898.0,123000.0
SY16,2015 +,45000.0,760000.0,189240.1,165000.0
SY17,1995 - 2004,19750.0,452300.0,88480.5,69750.0
SY17,2005 - 2014,43000.0,370000.0,164221.14,149975.0
SY17,2015 +,5000.0,2850000.0,276198.5,190000.0
SY18,1995 - 2004,3750.0,220000.0,63099.13,51857.0
SY18,2005 - 2014,40000.0,490000.0,129873.0,115000.0
SY18,2015 +,3500.0,1000000.0,206810.5,153500.0
SY19,1995 - 2004,10000.0,240000.0,76000.0,66500.0
SY19,2005 - 2014,70000.0,425000.0,176211.91,157500.0
SY19,2015 +,4250.0,3800000.0,260428.74,183000.0
SY2,1995 - 2004,15000.0,297000.0,96488.64,83500.0
SY2,2005 - 2014,31250.0,540000.0,188968.65,170250.0
SY2,2015 +,89500.0,792000.0,268277.58,236750.0
SY20,1995 - 2004,14000.0,330000.0,65288.25,48000.0
SY20,2005 - 2014,33000.0,555000.0,150527.5,133250.0
SY20,2015 +,7500.0,3800000.0,235598.85,165000.0
SY21,1995 - 2004,20000.0,398000.0,88614.45,69975.0
SY21,2005 - 2014,52000.0,440000.0,175649.5,158500.0
SY21,2015 +,3000.0,7284000.0,290697.91,177500.0
SY22,1995 - 2004,18500.0,250000.0,91800.17,75000.0
SY22,2005 - 2014,60000.0,520000.0,175360.1,155000.0
SY22,2015 +,9000.0,640000.0,249141.61,238750.0
SY23,1995 - 2004,8000.0,249995.0,90861.9,72500.0
SY23,2005 - 2014,40000.0,467500.0,192219.49,177750.0
SY23,2015 +,85000.0,2000000.0,244773.65,215500.0
SY24,1995 - 2004,14750.0,260000.0,91053.45,83250.0
SY24,2005 - 2014,64500.0,1000000.0,207454.16,179000.0
SY24,2015 +,10000.0,615000.0,208171.0,189500.0
SY25,1995 - 2004,16500.0,236000.0,82012.0,66000.0
SY25,2005 - 2014,52000.0,575000.0,170968.45,157000.0
SY25,2015 +,16000.0,695000.0,208226.69,184000.0
SY3,1995 - 2004,26000.0,540000.0,101812.8,80975.0
SY3,2005 - 2014,84400.0,750000.0,207041.84,180500.0
SY3,2015 +,49000.0,1277000.0,294259.41,247500.0
SY4,1995 - 2004,17500.0,810000.0,115410.19,94000.0
SY4,2005 - 2014,70000.0,650000.0,225635.46,210000.0
SY4,2015 +,30000.0,1200000.0,296851.21,257000.0
SY5,1995 - 2004,21000.0,485000.0,117677.78,86000.0
SY5,2005 - 2014,70000.0,1070000.0,249992.65,212500.0
SY5,2015 +,10000.0,1200000.0,283077.07,247500.0
SY6,1995 - 2004,38750.0,490000.0,132017.94,107500.0
SY6,2005 - 2014,54000.0,550000.0,249429.87,226250.0
SY6,2015 +,15000.0,1250000.0,345341.8,304500.0
SY7,1995 - 2004,25000.0,499999.0,130938.24,92500.0
SY7,2005 - 2014,62500.0,517000.0,251784.15,240000.0
SY7,2015 +,5000.0,900000.0,332987.3,285000.0
SY8,1995 - 2004,20000.0,375000.0,110353.85,92750.0
SY8,2005 - 2014,33750.0,695000.0,213714.54,178750.0
SY8,2015 +,72000.0,1455000.0,306721.0,232500.0
SY9,1995 - 2004,28000.0,650000.0,120162.45,95975.0
SY9,2005 - 2014,60500.0,790000.0,261898.15,242500.0
SY9,2015 +,10000.0,1615000.0,284353.0,258500.0
TA1,1995 - 2004,23500.0,256000.0,86767.95,75000.0
TA1,2005 - 2014,32500.0,1000000.0,180088.25,151750.0
TA1,2015 +,77000.0,1100000.0,247352.18,213750.0
TA10,1995 - 2004,10000.0,465000.0,136298.95,121400.0
TA10,2005 - 2014,85000.0,825000.0,229204.45,199000.0
TA10,2015 +,3500.0,950000.0,330253.35,295000.0
TA11,1995 - 2004,17500.0,377500.0,134803.47,104250.0
TA11,2005 - 2014,73000.0,490000.0,224810.3,191250.0
TA11,2015 +,200.0,1999338.0,351934.93,302500.0
TA12,1995 - 2004,10200.0,395000.0,94704.97,78000.0
TA12,2005 - 2014,61000.0,770000.0,218436.4,180997.5
TA12,2015 +,78000.0,985000.0,311345.33,233247.5
TA13,1995 - 2004,30000.0,365000.0,125589.5,90000.0
TA13,2005 - 2014,78000.0,995000.0,268382.95,220000.0
TA13,2015 +,33000.0,920000.0,336385.91,278000.0
TA14,1995 - 2004,15000.0,485000.0,139869.69,120000.0
TA14,2005 - 2014,93000.0,776000.0,251884.5,226000.0
TA14,2015 +,12000.0,1300000.0,336048.35,262000.0
TA15,1995 - 2004,20400.0,499500.0,132595.25,102250.0
TA15,2005 - 2014,107500.0,990000.0,238057.0,205000.0
TA15,2015 +,113333.0,1570000.0,328935.2842105263,272000.0
TA16,1995 - 2004,22185.0,319000.0,103953.85,84975.0
TA16,2005 - 2014,53000.0,1125000.0,232242.5,182225.0
TA16,2015 +,10000.0,670000.0,286705.88,266500.0
TA17,1995 - 2004,23500.0,1400000.0,183187.37,130000.0
TA17,2005 - 2014,52000.0,1362500.0,339806.12,283500.0
TA17,2015 +,135000.0,2100000.0,477044.5,400500.0
TA18,1995 - 2004,11400.0,755000.0,110912.01,80750.0
TA18,2005 - 2014,70000.0,560000.0,183544.9,166500.0
TA18,2015 +,60000.0,11548368.0,348177.54,200000.0
TA19,1995 - 2004,17500.0,647500.0,125015.65,93889.0
TA19,2005 - 2014,42000.0,552000.0,220158.95,201475.0
TA19,2015 +,75000.0,730000.0,305066.87,276250.0
TA2,1995 - 2004,17280.0,300000.0,93076.12,75475.0
TA2,2005 - 2014,62950.0,620000.0,196086.52,165250.0
TA2,2015 +,55000.0,1000000.0,253463.98,225000.0
TA20,1995 - 2004,15105.0,290000.0,95541.7,77250.0
TA20,2005 - 2014,65000.0,487500.0,185148.77,156250.0
TA20,2015 +,42500.0,900000.0,226790.35,196375.0
TA21,1995 - 2004,22775.0,457000.0,106824.65,86497.5
TA21,2005 - 2014,49000.0,915000.0,200901.45,178725.0
TA21,2015 +,21583.0,1200000.0,273807.85,242500.0
TA22,1995 - 2004,25500.0,1200000.0,141596.83,102500.0
TA22,2005 - 2014,85000.0,875000.0,259467.51,220000.0
TA22,2015 +,60000.0,1200000.0,351547.28,281250.0
TA23,1995 - 2004,8250.0,295000.0,94577.97,76750.0
TA23,2005 - 2014,53500.0,565000.0,175792.0,159000.0
TA23,2015 +,80000.0,1075000.0,245639.28,219500.0
TA24,1995 - 2004,22000.0,360000.0,118935.22,110000.0
TA24,2005 - 2014,52000.0,563000.0,205349.71,178000.0
TA24,2015 +,2000.0,905000.0,295530.57,269475.0
TA3,1995 - 2004,19565.0,495000.0,154382.61,121000.0
TA3,2005 - 2014,32500.0,820000.0,277624.82,246500.0
TA3,2015 +,10000.0,3340000.0,434676.1,340250.0
TA4,1995 - 2004,23000.0,475000.0,128998.48,106000.0
TA4,2005 - 2014,85000.0,760000.0,266436.7,231100.0
TA4,2015 +,5000.0,4000000.0,400454.84,293975.0
TA5,1995 - 2004,19000.0,500000.0,121610.77,101250.0
TA5,2005 - 2014,60000.0,640000.0,220607.42,190450.0
TA5,2015 +,17500.0,3326000.0,305759.75,256000.0
TA6,1995 - 2004,19500.0,225000.0,73058.55,56000.0
TA6,2005 - 2014,71000.0,960000.0,162506.75,141500.0
TA6,2015 +,39999.0,3050000.0,221338.04,172000.0
TA7,1995 - 2004,28000.0,620000.0,130340.4,96500.0
TA7,2005 - 2014,42000.0,650000.0,225637.95,198500.0
TA7,2015 +,99750.0,1050000.0,323557.07,265000.0
TA8,1995 - 2004,15005.0,405000.0,90564.67,70975.0
TA8,2005 - 2014,60000.0,445000.0,180915.5,176250.0
TA8,2015 +,64000.0,880000.0,251401.6,243000.0
TA9,1995 - 2004,10000.0,600000.0,116095.18,94497.5
TA9,2005 - 2014,46000.0,413000.0,188052.8,167997.5
TA9,2015 +,75000.0,2488974.0,307555.09,243000.0
TD12,1995 - 2004,13500.0,345000.0,81406.32,68600.0
TD12,2005 - 2014,60000.0,720000.0,180028.5,157500.0
TD12,2015 +,4000.0,2050000.0,256201.12,200000.0
TD15,1995 - 2004,11000.0,410000.0,72338.28,60000.0
TD15,2005 - 2014,35000.0,475000.0,143683.48,125000.0
TD15,2015 +,45000.0,480000.0,181151.0,153475.0
TD5,1995 - 2004,36000.0,36000.0,36000.0,36000.0
TD5,2005 - 2014,,,,
TD5,2015 +,145000.0,145000.0,145000.0,145000.0
TD9,1995 - 2004,20000.0,250000.0,90663.84615384616,77500.0
TD9,2005 - 2014,40000.0,325000.0,163250.0,177500.0
TD9,2015 +,56000.0,458000.0,216039.75,205000.0
TF1,1995 - 2004,13000.0,409995.0,88066.24,79475.0
TF1,2005 - 2014,59000.0,320950.0,151430.06,142250.0
TF1,2015 +,75000.0,469995.0,194985.17,175000.0
TF10,1995 - 2004,34300.0,395000.0,119814.9,94250.0
TF10,2005 - 2014,75000.0,535000.0,216112.45,190000.0
TF10,2015 +,58000.0,1325000.0,252522.76,204000.0
TF11,1995 - 2004,26750.0,450000.0,110315.2,85750.0
TF11,2005 - 2014,60000.0,1200000.0,230114.32,182000.0
TF11,2015 +,108037.0,915000.0,303214.02,282500.0
TF12,1995 - 2004,9000.0,415000.0,83860.65,69000.0
TF12,2005 - 2014,52500.0,350000.0,169459.65,156500.0
TF12,2015 +,66000.0,430000.0,216686.3,203000.0
TF13,1995 - 2004,19740.0,450000.0,167596.19,146800.0
TF13,2005 - 2014,120000.0,580000.0,280450.95,260500.0
TF13,2015 +,25000.0,1250000.0,361184.59,330139.0
TF2,1995 - 2004,15000.0,318000.0,79224.25,74500.0
TF2,2005 - 2014,51000.0,417000.0,139288.3,121500.0
TF2,2015 +,60000.0,950000.0,186480.11,154997.5
TF3,1995 - 2004,10000.0,179950.0,59211.01,49472.5
TF3,2005 - 2014,42500.0,337500.0,120466.25,108500.0
TF3,2015 +,31000.0,1400000.0,162804.71,128975.0
TF4,1995 - 2004,18000.0,237000.0,76878.93,59999.5
TF4,2005 - 2014,10000.0,370000.0,144197.16,130000.0
TF4,2015 +,54000.0,565000.0,195812.05,182247.5
TF5,1995 - 2004,37500.0,235000.0,104873.5,90997.5
TF5,2005 - 2014,42000.0,725000.0,190951.11,169500.0
TF5,2015 +,77000.0,1380000.0,271395.99,208750.0
TF6,1995 - 2004,25000.0,800000.0,144504.0,119500.0
TF6,2005 - 2014,50500.0,760000.0,267605.49,238500.0
TF6,2015 +,17172.0,1857000.0,296142.49,264247.5
TF7,1995 - 2004,10500.0,210000.0,44463.65,33250.0
TF7,2005 - 2014,40000.0,435000.0,108358.96,86500.0
TF7,2015 +,5000.0,475000.0,127724.91,105000.0
TF8,1995 - 2004,15715.0,470000.0,110724.0,84750.0
TF8,2005 - 2014,55000.0,665000.0,218621.95,185250.0
TF8,2015 +,68000.0,825000.0,255054.65,225000.0
TF9,1995 - 2004,23000.0,375000.0,116903.12,94500.0
TF9,2005 - 2014,52000.0,845000.0,206766.0,178250.0
TF9,2015 +,64000.0,1150000.0,276474.53,225000.0
TN1,1995 - 2004,20000.0,745000.0,128184.25,98250.0
TN1,2005 - 2014,88500.0,1216000.0,278305.85,205000.0
TN1,2015 +,1000.0,2650000.0,461409.66,301000.0
TN10,1995 - 2004,47000.0,485000.0,171458.35,158500.0
TN10,2005 - 2014,118870.0,650000.0,268921.15,242500.0
TN10,2015 +,58750.0,1236250.0,440623.75,405000.0
TN11,1995 - 2004,47000.0,1330000.0,230131.95,189000.0
TN11,2005 - 2014,110000.0,2650000.0,443928.0,313500.0
TN11,2015 +,170000.0,3650000.0,638954.24,512250.0
TN12,1995 - 2004,43000.0,645000.0,160978.9,125000.0
TN12,2005 - 2014,54750.0,1050000.0,294933.24,246032.0
TN12,2015 +,5000.0,1600000.0,468946.13,392500.0
TN13,1995 - 2004,13303.0,875000.0,207029.33,163000.0
TN13,2005 - 2014,110000.0,2497000.0,509509.86,352000.0
TN13,2015 +,145000.0,2925000.0,765118.35,522500.0
TN14,1995 - 2004,20000.0,1750000.0,239510.05,177475.0
TN14,2005 - 2014,74415.0,1550000.0,380789.75,335000.0
TN14,2015 +,4000.0,2375000.0,596043.34,517500.0
TN15,1995 - 2004,5500.0,2777000.0,251262.35,185000.0
TN15,2005 - 2014,56375.0,2250000.0,468047.28,324375.0
TN15,2015 +,100000.0,4700000.0,610163.3,453750.0
TN16,1995 - 2004,38500.0,2000000.0,175324.5,140375.0
TN16,2005 - 2014,70000.0,2000000.0,311113.94,271500.0
TN16,2015 +,80000.0,1715000.0,517442.11,425000.0
TN17,1995 - 2004,27000.0,760000.0,199684.5,176250.0
TN17,2005 - 2014,77500.0,1350000.0,383378.15,320000.0
TN17,2015 +,51000.0,40000000.0,1028486.56,430000.0
TN18,1995 - 2004,27000.0,750000.0,158414.94,110000.0
TN18,2005 - 2014,31888.0,1375000.0,359347.48,262750.0
TN18,2015 +,92750.0,3139600.0,472272.95,371000.0
TN19,1995 - 2004,31000.0,800000.0,176569.95,170000.0
TN19,2005 - 2014,89106.0,1675000.0,359093.81,267000.0
TN19,2015 +,100000.0,3200000.0,526739.41,397475.0
TN2,1995 - 2004,38000.0,799950.0,168387.9,135725.0
TN2,2005 - 2014,97402.0,1550000.0,334350.41,235000.0
TN2,2015 +,88044.0,1505000.0,507070.81,412500.0
TN20,1995 - 2004,50000.0,950000.0,209125.75,175000.0
TN20,2005 - 2014,100000.0,1450000.0,402366.09,347500.0
TN20,2015 +,180000.0,2075000.0,674396.73,580000.0
TN21,1995 - 2004,22000.0,530000.0,133563.8,103750.0
TN21,2005 - 2014,55000.0,950000.0,283521.87,237750.0
TN21,2015 +,30000.0,1900000.0,384850.3,315000.0
TN22,1995 - 2004,27000.0,875000.0,146131.45,121000.0
TN22,2005 - 2014,97500.0,691000.0,290186.85,255000.0
TN22,2015 +,2300.0,2250000.0,442449.11,341000.0
TN23,1995 - 2004,29750.0,309950.0,102006.5,94500.0
TN23,2005 - 2014,47250.0,600000.0,174100.99,155975.0
TN23,2015 +,85000.0,7872000.0,330097.16,239250.0
TN24,1995 - 2004,35500.0,350000.0,117309.43,97250.0
TN24,2005 - 2014,50000.0,560000.0,187631.79,169500.0
TN24,2015 +,91995.0,650000.0,263584.86,250000.0
TN25,1995 - 2004,35000.0,490000.0,167101.7,161250.0
TN25,2005 - 2014,131250.0,862500.0,303500.65,246000.0
TN25,2015 +,56250.0,30000000.0,730541.3,370000.0
TN26,1995 - 2004,51500.0,870000.0,180198.57,138000.0
TN26,2005 - 2014,107730.0,1082000.0,279516.84,232500.0
TN26,2015 +,58999.0,1360000.0,482369.19,430000.0
TN27,1995 - 2004,30525.0,750000.0,199105.58,137500.0
TN27,2005 - 2014,110000.0,935000.0,352231.44,293000.0
TN27,2015 +,100000.0,6084000.0,584137.24,461250.0
TN28,1995 - 2004,12000.0,282500.0,100077.9,81725.0
TN28,2005 - 2014,75000.0,1000000.0,218122.25,197500.0
TN28,2015 +,15500.0,1575000.0,315093.93,310000.0
TN29,1995 - 2004,10500.0,350000.0,100611.34,87000.0
TN29,2005 - 2014,57000.0,1100000.0,210281.93,179000.0
TN29,2015 +,100000.0,980000.0,298604.93,252500.0
TN3,1995 - 2004,32500.0,895000.0,221101.45,165250.0
TN3,2005 - 2014,40000.0,1750000.0,438448.35,364000.0
TN3,2015 +,117000.0,5020000.0,789575.07,625500.0
TN30,1995 - 2004,39000.0,775000.0,168650.22,131750.0
TN30,2005 - 2014,79200.0,940000.0,334471.34,285000.0
TN30,2015 +,178500.0,1450000.0,463925.23,388747.5
TN31,1995 - 2004,24000.0,685000.0,124975.9,112475.0
TN31,2005 - 2014,97000.0,1350000.0,297843.5,245000.0
TN31,2015 +,5000.0,1550000.0,404257.95,338750.0
TN32,1995 - 2004,32500.0,475000.0,135102.68,127500.0
TN32,2005 - 2014,82950.0,1000000.0,325091.99,283000.0
TN32,2015 +,180000.0,4855124.0,529432.92,408500.0
TN33,1995 - 2004,26000.0,710000.0,164176.96,141500.0
TN33,2005 - 2014,100000.0,820000.0,301842.0,249000.0
TN33,2015 +,6000.0,2551000.0,428777.62,342500.0
TN34,1995 - 2004,6750.0,375000.0,90368.99,76475.0
TN34,2005 - 2014,42000.0,2700000.0,197880.0,158475.0
TN34,2015 +,45000.0,710000.0,248661.03,225000.0
TN35,1995 - 2004,12000.0,825000.0,106271.62,76250.0
TN35,2005 - 2014,54000.0,700000.0,200052.1,172000.0
TN35,2015 +,92000.0,3200000.0,352405.23,265000.0
TN36,1995 - 2004,25000.0,1650000.0,148197.56,99975.0
TN36,2005 - 2014,65000.0,1000000.0,275453.0,247500.0
TN36,2015 +,5000.0,1500000.0,412654.3,343750.0
TN37,1995 - 2004,11750.0,249000.0,80176.25,68475.0
TN37,2005 - 2014,40000.0,367500.0,137497.08,125000.0
TN37,2015 +,8000.0,1800000.0,245557.78,197500.0
TN38,1995 - 2004,10000.0,278500.0,76280.2,60000.0
TN38,2005 - 2014,34950.0,630000.0,164172.53,140000.0
TN38,2015 +,70000.0,860000.0,256255.34,223500.0
TN39,1995 - 2004,20000.0,325000.0,109715.75,97500.0
TN39,2005 - 2014,69000.0,590000.0,228203.64,218000.0
TN39,2015 +,16200.0,800000.0,301319.35,290000.0
TN4,1995 - 2004,24000.0,2120098.0,170467.57,123975.0
TN4,2005 - 2014,76000.0,2850000.0,313061.0,227250.0
TN4,2015 +,5000.0,2100000.0,470825.33,363500.0
TN40,1995 - 2004,20500.0,264850.0,82924.64,60000.0
TN40,2005 - 2014,64000.0,335000.0,157144.35,155750.0
TN40,2015 +,35000.0,1100000.0,237789.45,199000.0
TN5,1995 - 2004,26000.0,650000.0,200365.75,166575.0
TN5,2005 - 2014,99500.0,3200000.0,513876.52,362000.0
TN5,2015 +,8235.0,3500000.0,573490.59,433750.0
TN6,1995 - 2004,18000.0,625000.0,171111.83,134000.0
TN6,2005 - 2014,68000.0,925000.0,318434.39,275000.0
TN6,2015 +,84000.0,4730000.0,502376.11,387500.0
TN7,1995 - 2004,42750.0,1900000.0,336343.31,225000.0
TN7,2005 - 2014,113500.0,3000000.0,494400.0,376375.0
TN7,2015 +,5000.0,4850000.0,739138.88,592500.0
TN8,1995 - 2004,45000.0,1475000.0,219446.03,158000.0
TN8,2005 - 2014,93750.0,3000000.0,349905.49,235500.0
TN8,2015 +,14467.0,1800000.0,502288.89,394975.0
TN9,1995 - 2004,33000.0,440000.0,133641.23,117000.0
TN9,2005 - 2014,87500.0,700000.0,247692.66,212000.0
TN9,2015 +,19000.0,7599530.0,408485.31,296000.0
TQ1,1995 - 2004,19000.0,370000.0,92710.99,71875.0
TQ1,2005 - 2014,2000.0,845000.0,179627.0,154000.0
TQ1,2015 +,30000.0,1325000.0,254934.5,179000.0
TQ10,1995 - 2004,26800.0,487000.0,136150.16,114500.0
TQ10,2005 - 2014,48000.0,637500.0,268654.45,228500.0
TQ10,2015 +,115000.0,870000.0,322590.23,271500.0
TQ11,1995 - 2004,24750.0,390000.0,102225.0,77500.0
TQ11,2005 - 2014,38000.0,650000.0,200846.73,165000.0
TQ11,2015 +,95000.0,1600000.0,254908.85,207587.5
